diameter-of-n-ary-tree	true
move-sub-tree-of-n-ary-tree	true
find-root-of-n-ary-tree	true
find-a-value-of-a-mysterious-function-closest-to-target	false
maximum-number-of-non-overlapping-substrings	false
number-of-nodes-in-the-sub-tree-with-the-same-label	false
water-bottles	false
design-a-file-sharing-system	true
best-position-for-a-service-centre	false
number-of-substrings-with-only-1s	false
number-of-good-pairs	false
clone-n-ary-tree	true
minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits	false
count-submatrices-with-all-ones	false
last-moment-before-all-ants-fall-out-of-a-plank	false
can-make-arithmetic-progression-from-sequence	false
clone-binary-tree-with-random-pointer	true
max-value-of-equation	false
number-of-subsequences-that-satisfy-the-given-sum-condition	false
check-if-array-pairs-are-divisible-by-k	false
path-crossing	false
delete-n-nodes-after-m-nodes-of-a-linked-list	true
stone-game-iv	false
minimum-difference-between-largest-and-smallest-value-in-three-moves	false
range-sum-of-sorted-subarray-sums	false
find-critical-and-pseudo-critical-edges-in-minimum-spanning-tree	false
avoid-flood-in-the-city	false
making-file-names-unique	false
xor-operation-in-an-array	false
find-all-the-lonely-nodes	true
minimum-number-of-days-to-make-m-bouquets	false
least-number-of-unique-integers-after-k-removals	false
running-sum-of-1d-array	false
parallel-courses-ii	false
longest-subarray-of-1s-after-deleting-one-element	false
the-kth-factor-of-n	false
average-salary-excluding-the-minimum-and-maximum-salary	false
paint-house-iii	false
design-browser-history	false
the-k-strongest-values-in-an-array	false
shuffle-the-array	false
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls	false
reorder-routes-to-make-all-paths-lead-to-the-city-zero	false
maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts	false
maximum-product-of-two-elements-in-an-array	false
find-two-non-overlapping-sub-arrays-each-with-target-sum	false
subrectangle-queries	false
allocate-mailboxes	false
final-prices-with-a-special-discount-in-a-shop	false
max-dot-product-of-two-subsequences	false
pseudo-palindromic-paths-in-a-binary-tree	false
maximum-number-of-vowels-in-a-substring-of-given-length	false
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence	false
maximum-number-of-darts-inside-of-a-circular-dartboard	false
people-whose-list-of-favorite-companies-is-not-a-subset-of-another-list	false
rearrange-words-in-a-sentence	false
number-of-students-doing-homework-at-a-given-time	false
cherry-pickup-ii	false
course-schedule-iv	false
check-if-a-string-contains-all-binary-codes-of-size-k	false
make-two-arrays-equal-by-reversing-sub-arrays	false
number-of-ways-of-cutting-a-pizza	false
minimum-time-to-collect-all-apples-in-a-tree	false
count-triplets-that-can-form-two-arrays-of-equal-xor	false
build-an-array-with-stack-operations	false
find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows	false
longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit	false
check-if-all-1s-are-at-least-length-k-places-away	false
destination-city	false
form-largest-integer-with-digits-that-add-up-to-target	false
count-good-nodes-in-binary-tree	false
simplified-fractions	false
consecutive-characters	false
diagonal-traverse-ii	false
maximum-points-you-can-obtain-from-cards	false
maximum-score-after-splitting-a-string	false
build-array-where-you-can-find-the-maximum-exactly-k-comparisons	false
minimum-number-of-frogs-croaking	false
display-table-of-food-orders-in-a-restaurant	false
reformat-the-string	false
number-of-ways-to-wear-different-hats-to-each-other	false
check-if-a-string-can-break-another-string	false
max-difference-you-can-get-from-changing-an-integer	false
kids-with-the-greatest-number-of-candies	false
number-of-ways-to-paint-n-3-grid	false
html-entity-parser	false
queries-on-a-permutation-with-key	false
string-matching-in-an-array	false
stone-game-iii	false
number-of-steps-to-reduce-a-number-in-binary-representation-to-one	false
minimum-subsequence-in-non-increasing-order	false
restore-the-array	false
the-k-th-lexicographical-string-of-all-happy-strings-of-length-n	false
find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k	false
minimum-value-to-get-positive-step-by-step-sum	false
find-all-good-strings	false
design-underground-system	false
count-number-of-teams	false
find-lucky-integer-in-an-array	false
longest-happy-prefix	false
check-if-there-is-a-valid-path-in-a-grid	false
create-target-array-in-the-given-order	false
reducing-dishes	false
construct-k-palindrome-strings	false
circle-and-rectangle-overlapping	false
count-largest-group	false
maximum-performance-of-a-team	false
find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree	false
design-a-stack-with-increment-operation	false
lucky-numbers-in-a-matrix	false
frog-position-after-t-seconds	false
time-needed-to-inform-all-employees	false
bulb-switcher-iii	false
generate-a-string-with-characters-that-have-odd-counts	false
pizza-with-3n-slices	false
sort-integers-by-the-power-value	false
cinema-seat-allocation	false
find-the-distance-value-between-two-arrays	false
minimum-cost-to-make-at-least-one-valid-path-in-a-grid	false
linked-list-in-binary-tree	false
rank-teams-by-votes	false
how-many-numbers-are-smaller-than-the-current-number	false
construct-target-array-with-multiple-sums	false
maximum-number-of-events-that-can-be-attended	false
product-of-the-last-k-numbers	false
count-negative-numbers-in-a-sorted-matrix	false
maximum-sum-bst-in-binary-tree	false
longest-zigzag-path-in-a-binary-tree	false
find-the-longest-substring-containing-vowels-in-even-counts	false
increasing-decreasing-string	false
maximum-students-taking-exam	false
tweet-counts-per-frequency	false
minimum-number-of-steps-to-make-two-strings-anagram	false
check-if-n-and-its-double-exist	false
jump-game-v	false
maximum-product-of-splitted-binary-tree	false
reduce-array-size-to-the-half	false
the-k-weakest-rows-in-a-matrix	false
count-all-valid-pickup-and-delivery-options	false
number-of-substrings-containing-all-three-characters	false
apply-discount-every-n-orders	false
sort-integers-by-the-number-of-1-bits	false
minimum-difficulty-of-a-job-schedule	false
find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance	false
filter-restaurants-by-vegan-friendly-price-and-distance	false
remove-palindromic-subsequences	false
minimum-number-of-taps-to-open-to-water-a-garden	false
delete-leaves-with-a-given-value	false
print-words-vertically	false
maximum-69-number	false
jump-game-iv	false
angle-between-hands-of-a-clock	false
number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold	false
number-of-steps-to-reduce-a-number-to-zero	false
minimum-distance-to-type-a-word-using-two-fingers	false
number-of-operations-to-make-network-connected	false
minimum-flips-to-make-a-or-b-equal-to-c	false
convert-integer-to-the-sum-of-two-no-zero-integers	false
minimum-insertion-steps-to-make-a-string-palindrome	false
get-watched-videos-by-your-friends	false
xor-queries-of-a-subarray	false
decrypt-string-from-alphabet-to-integer-mapping	false
check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree	true
verbal-arithmetic-puzzle	false
jump-game-iii	false
all-elements-in-two-binary-search-trees	false
find-n-unique-integers-sum-up-to-zero	false
maximum-candies-you-can-get-from-boxes	false
maximum-number-of-occurrences-of-a-substring	false
divide-array-in-sets-of-k-consecutive-numbers	false
find-numbers-with-even-number-of-digits	false
shortest-path-in-a-grid-with-obstacles-elimination	false
maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold	false
convert-binary-number-in-a-linked-list-to-integer	false
minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix	false
find-the-smallest-divisor-given-a-threshold	false
group-the-people-given-the-group-size-they-belong-to	false
subtract-the-product-and-sum-of-digits-of-an-integer	false
print-immutable-linked-list-in-reverse	true
palindrome-partitioning-iii	false
count-square-submatrices-with-all-ones	false
number-of-burgers-with-no-waste-of-ingredients	false
find-winner-on-a-tic-tac-toe-game	false
number-of-ways-to-stay-in-the-same-place-after-some-steps	false
search-suggestions-system	false
count-servers-that-communicate	false
minimum-time-visiting-all-points	false
counting-elements	true
minimum-moves-to-move-a-box-to-their-target-location	false
greatest-sum-divisible-by-three	false
find-elements-in-a-contaminated-binary-tree	false
shift-2d-grid	false
maximum-score-words-formed-by-letters	false
number-of-closed-islands	false
reconstruct-a-2-row-binary-matrix	false
cells-with-odd-values-in-a-matrix	false
leftmost-column-with-at-least-a-one	true
check-if-it-is-a-good-array	false
minimum-remove-to-make-valid-parentheses	false
count-number-of-nice-subarrays	false
minimum-swaps-to-make-strings-equal	false
first-unique-number	true
airplane-seat-assignment-probability	false
tiling-a-rectangle-with-the-fewest-squares	false
maximum-length-of-a-concatenated-string-with-unique-characters	false
circular-permutation-in-binary-representation	false
find-positive-integer-solution-for-a-given-equation	false
maximum-profit-in-job-scheduling	false
replace-the-substring-for-balanced-string	false
remove-sub-folders-from-the-filesystem	false
check-if-it-is-a-straight-line	false
perform-string-shifts	true
maximum-equal-frequency	false
dice-roll-simulation	false
queens-that-can-attack-the-king	false
split-a-string-in-balanced-strings	false
design-skiplist	false
count-vowels-permutation	false
path-with-maximum-gold	false
longest-arithmetic-subsequence-of-given-difference	false
play-with-chips	false
path-with-maximum-probability	false
minimum-moves-to-reach-target-with-rotations	false
get-equal-substrings-within-budget	false
remove-all-adjacent-duplicates-in-string-ii	false
unique-number-of-occurrences	false
sort-items-by-groups-respecting-dependencies	false
smallest-string-with-swaps	false
ugly-number-iii	false
minimum-absolute-difference	false
longest-happy-string	false
critical-connections-in-a-network	false
k-concatenation-maximum-sum	false
reverse-substrings-between-each-pair-of-parentheses	false
maximum-number-of-balloons	false
kth-ancestor-of-a-tree-node	false
make-array-strictly-increasing	false
day-of-the-week	false
maximum-subarray-sum-with-one-deletion	false
distance-between-bus-stops	false
constrained-subsequence-sum	false
balance-a-binary-search-tree	false
four-divisors	false
reformat-date	false
number-of-valid-words-for-each-puzzle	false
can-make-palindrome-from-substring	false
diet-plan-performance	true
prime-arrangements	false
largest-multiple-of-three	false
closest-divisors	false
validate-binary-tree-nodes	false
number-of-days-between-two-dates	false
compare-strings-by-frequency-of-the-smallest-character	false
invalid-transactions	false
web-crawler	true
dinner-plate-stacks	false
remove-zero-sum-consecutive-nodes-from-linked-list	false
number-of-dice-rolls-with-target-sum	false
online-majority-element-in-subarray	false
swap-for-longest-repeated-character-substring	false
day-of-the-year	false
rank-transform-of-an-array	false
reverse-subarray-to-maximize-array-value	false
deepest-leaves-sum	false
sort-the-matrix-diagonally	false
break-a-palindrome	false
longest-chunked-palindrome-decomposition	false
longest-common-subsequence	false
snapshot-array	false
binary-tree-coloring-game	false
decrease-elements-to-make-array-zigzag	false
distinct-echo-substrings	false
sum-of-nodes-with-even-valued-grandparent	false
matrix-block-sum	false
decompress-run-length-encoded-list	false
stone-game-ii	false
largest-1-bordered-square	false
alphabet-board-path	false
n-th-tribonacci-number	false
number-of-paths-with-max-score	false
number-of-ships-in-a-rectangle	true
sum-of-mutated-array-closest-to-target	false
replace-elements-with-greatest-element-on-right-side	false
maximum-of-absolute-value-expression	false
shortest-path-with-alternating-colors	false
minimum-cost-tree-from-leaf-values	false
number-of-equivalent-domino-pairs	false
minimum-falling-path-sum-ii	false
remove-covered-intervals	false
element-appearing-more-than-25-in-sorted-array	false
smallest-sufficient-team	false
longest-well-performing-interval	false
lowest-common-ancestor-of-deepest-leaves	false
relative-sort-array	false
handshakes-that-dont-cross	true
sequential-digits	false
iterator-for-combination	false
maximum-nesting-depth-of-two-valid-parentheses-strings	false
delete-nodes-and-return-forest	false
corporate-flight-bookings	false
defanging-an-ip-address	false
palindrome-removal	true
delete-tree-nodes	true
remove-interval	true
hexspeak	true
parsing-a-boolean-expression	false
filling-bookcase-shelves	false
distribute-candies-to-people	false
path-in-zigzag-labelled-binary-tree	false
divide-chocolate	true
synonymous-sentences	true
smallest-common-region	true
encode-number	true
brace-expansion-ii	false
find-in-mountain-array	false
car-pooling	false
statistics-from-a-large-sample	false
valid-palindrome-iii	true
tree-diameter	true
design-a-leaderboard	true
array-transformation	true
shortest-path-in-binary-matrix	false
shortest-common-supersequence	false
largest-values-from-labels	false
duplicate-zeros	false
minimum-time-to-build-blocks	true
toss-strange-coins	true
meeting-scheduler	true
missing-number-in-arithmetic-progression	true
letter-tile-possibilities	false
smallest-subsequence-of-distinct-characters	false
insufficient-nodes-in-root-to-leaf-paths	false
occurrences-after-bigram	false
maximum-number-of-ones	true
stepping-numbers	true
two-sum-bsts	true
intersection-of-three-sorted-arrays	true
adding-two-negabinary-numbers	false
flip-columns-for-maximum-number-of-equal-rows	false
greatest-common-divisor-of-strings	false
number-of-submatrices-that-sum-to-target	false
optimize-water-distribution-in-a-village	true
find-smallest-common-element-in-all-rows	true
minimum-knight-moves	true
how-many-apples-can-you-put-into-the-basket	true
distant-barcodes	false
previous-permutation-with-one-swap	false
grumpy-bookstore-owner	false
height-checker	false
shortest-distance-to-target-color	true
last-substring-in-lexicographical-order	false
before-and-after-puzzle	true
count-substrings-with-only-one-distinct-letter	true
last-stone-weight-ii	false
longest-string-chain	false
remove-all-adjacent-duplicates-in-string	false
last-stone-weight	false
minimum-cost-to-connect-sticks	true
design-file-system	true
string-transforms-into-another-string	true
single-row-keyboard	true
longest-duplicate-substring	false
partition-array-for-maximum-sum	false
flower-planting-with-no-adjacent	false
robot-bounded-in-circle	false
divide-array-into-increasing-sequences	true
as-far-from-land-as-possible	false
maximum-level-sum-of-a-binary-tree	false
valid-boomerang	false
binary-search-tree-to-greater-sum-tree	false
moving-stones-until-consecutive-ii	false
find-words-that-can-be-formed-by-characters	false
minimum-score-triangulation-of-polygon	false
analyze-user-website-visit-pattern	true
minimum-swaps-to-group-all-1s-together	true
escape-a-large-maze	false
uncrossed-lines	false
coloring-a-border	false
moving-stones-until-consecutive	false
check-if-a-number-is-majority-element-in-a-sorted-array	true
parallel-courses	true
connecting-cities-with-minimum-cost	true
path-with-maximum-minimum-value	true
largest-unique-number	true
stream-of-characters	false
maximum-sum-of-two-non-overlapping-subarrays	false
two-city-scheduling	false
matrix-cells-in-distance-order	false
recover-a-tree-from-preorder-traversal	false
maximum-difference-between-node-and-ancestor	false
maximum-average-subtree	true
armstrong-number	true
remove-vowels-from-a-string	true
number-of-days-in-a-month	true
longest-arithmetic-sequence	false
divisor-game	false
the-earliest-moment-when-everyone-become-friends	true
find-k-length-substrings-with-no-repeated-characters	true
two-sum-less-than-k	true
sum-of-digits-in-the-minimum-number	true
video-stitching	false
camelcase-matching	false
sum-of-root-to-leaf-binary-numbers	false
remove-outermost-parentheses	false
confusing-number-ii	true
brace-expansion	true
index-pairs-of-a-string	true
high-five	true
number-of-enclaves	false
next-greater-node-in-linked-list	false
binary-prefix-divisible-by-5	false
convert-to-base-2	false
confusing-number	true
digit-count-in-range	true
campus-bikes-ii	true
fixed-point	true
binary-string-with-substrings-representing-1-to-n	false
smallest-integer-divisible-by-k	false
best-sightseeing-pair	false
partition-array-into-three-parts-with-equal-sum	false
number-of-valid-subarrays	true
longest-repeating-substring	true
missing-element-in-sorted-array	true
lexicographically-smallest-equivalent-string	true
numbers-with-repeated-digits	false
capacity-to-ship-packages-within-d-days	false
pairs-of-songs-with-total-durations-divisible-by-60	false
complement-of-base-10-integer	false
minimize-rounding-error-to-meet-target	true
campus-bikes	true
shortest-way-to-form-string	true
construct-binary-search-tree-from-preorder-traversal	false
minimum-domino-rotations-for-equal-row	false
clumsy-factorial	false
maximize-sum-of-array-after-k-negations	false
max-consecutive-ones-iii	false
check-if-word-is-valid-after-substitutions	false
find-common-characters	false
grid-illumination	false
minimum-cost-to-merge-stones	false
available-captures-for-rook	false
maximum-binary-tree-ii	false
find-the-town-judge	false
number-of-squareful-arrays	false
minimum-number-of-k-consecutive-bit-flips	false
rotting-oranges	false
cousins-in-binary-tree	false
subarrays-with-k-different-integers	false
broken-calculator	false
satisfiability-of-equality-equations	false
add-to-array-form-of-integer	false
smallest-string-starting-from-leaf	false
vertical-order-traversal-of-a-binary-tree	false
interval-list-intersections	false
sum-of-even-numbers-after-queries	false
string-without-aaa-or-bbb	false
minimum-cost-for-tickets	false
triples-with-bitwise-and-equal-to-zero	false
time-based-key-value-store	false
unique-paths-iii	false
distribute-coins-in-binary-tree	false
longest-turbulent-subarray	false
squares-of-a-sorted-array	false
largest-perimeter-triangle	false
odd-even-jump	false
subarray-sums-divisible-by-k	false
k-closest-points-to-origin	false
fibonacci-number	false
equal-rational-numbers	false
flip-binary-tree-to-match-preorder-traversal	false
powerful-integers	false
pancake-sorting	false
binary-tree-cameras	false
numbers-with-same-consecutive-differences	false
vowel-spellchecker	false
univalued-binary-tree	false
least-operators-to-express-number	false
minimum-area-rectangle-ii	false
maximum-width-ramp	false
n-repeated-element-in-size-2n-array	false
delete-columns-to-make-sorted-iii	false
regions-cut-by-slashes	false
check-completeness-of-a-binary-tree	false
prison-cells-after-n-days	false
tallest-billboard	false
delete-columns-to-make-sorted-ii	false
array-of-doubled-pairs	false
verifying-an-alien-dictionary	false
largest-component-size-by-common-factor	false
flip-equivalent-binary-trees	false
reveal-cards-in-increasing-order	false
largest-time-for-given-digits	false
bag-of-tokens	false
most-stones-removed-with-same-row-or-column	false
validate-stack-sequences	false
minimum-increment-to-make-array-unique	false
delete-columns-to-make-sorted	false
find-the-shortest-superstring	false
di-string-match	false
valid-mountain-array	false
distinct-subsequences-ii	false
minimum-area-rectangle	false
range-sum-of-bst	false
reorder-data-in-log-files	false
stamping-the-sequence	false
knight-dialer	false
shortest-bridge	false
number-of-recent-calls	false
beautiful-array	false
minimum-falling-path-sum	false
binary-subarrays-with-sum	false
unique-email-addresses	false
minimize-malware-spread-ii	false
three-equal-parts	false
flip-string-to-monotone-increasing	false
long-pressed-name	false
minimize-malware-spread	false
3sum-with-multiplicity	false
sort-array-by-parity-ii	false
minimum-add-to-make-parentheses-valid	false
number-of-music-playlists	false
complete-binary-tree-inserter	false
maximum-sum-circular-subarray	false
reverse-only-letters	false
word-subsets	false
partition-array-into-disjoint-intervals	false
x-of-a-kind-in-a-deck-of-cards	false
cat-and-mouse	false
sort-an-array	false
online-election	false
smallest-range-ii	false
snakes-and-ladders	false
smallest-range-i	false
sum-of-subarray-minimums	false
super-palindromes	false
sort-array-by-parity	false
fruit-into-baskets	false
valid-permutations-for-di-sequence	false
numbers-at-most-n-given-digit-set	false
online-stock-span	false
rle-iterator	false
orderly-queue	false
bitwise-ors-of-subarrays	false
increasing-order-search-tree	false
monotonic-array	false
maximum-frequency-stack	false
all-possible-full-binary-trees	false
groups-of-special-equivalent-strings	false
surface-area-of-3d-shapes	false
sum-of-subsequence-widths	false
find-and-replace-pattern	false
construct-binary-tree-from-preorder-and-postorder-traversal	false
fair-candy-swap	false
super-egg-drop	false
possible-bipartition	false
spiral-matrix-iii	false
uncommon-words-from-two-sentences	false
projection-area-of-3d-shapes	false
reachable-nodes-in-subdivided-graph	false
boats-to-save-people	false
decoded-string-at-index	false
generate-random-point-in-a-circle	false
random-point-in-non-overlapping-rectangles	false
random-flip-matrix	false
random-pick-with-weight	false
profitable-schemes	false
nth-magical-number	false
stone-game	false
middle-of-the-linked-list	false
koko-eating-bananas	false
walking-robot-simulation	false
length-of-longest-fibonacci-subsequence	false
leaf-similar-trees	false
implement-rand10-using-rand7	false
minimum-number-of-refueling-stops	false
advantage-shuffle	false
reordered-power-of-2	false
binary-gap	false
transpose-matrix	false
prime-palindrome	false
smallest-subtree-with-all-the-deepest-nodes	false
shortest-path-to-get-all-keys	false
random-pick-with-blacklist	false
all-nodes-distance-k-in-binary-tree	false
shortest-subarray-with-sum-at-least-k	false
score-after-flipping-matrix	false
lemonade-change	false
buddy-strings	false
mirror-reflection	false
minimum-cost-to-hire-k-workers	false
score-of-parentheses	false
exam-room	false
k-similar-strings	false
car-fleet	false
peak-index-in-a-mountain-array	false
loud-and-rich	false
rectangle-area-ii	false
maximize-distance-to-closest-person	false
shifting-letters	false
shortest-path-visiting-all-nodes	false
hand-of-straights	false
longest-mountain-in-array	false
backspace-string-compare	false
guess-the-word	false
split-array-into-fibonacci-sequence	false
keys-and-rooms	false
magic-squares-in-grid	false
similar-string-groups	false
push-dominoes	false
